"VARIABLENAME","VARIABLELABEL","VARTYPE","UNITS","CATEGORICAL","MISSING","COUNT","NA","MIN","MAX","FORMULA","CATEGORICAL VALUE CONCEPT CODE","CATEGORICAL VALUE CONCEPT NAME","CATEGORICAL VALUE OMOP ID","VARIABLE CONCEPT CODE","VARIABLE CONCEPT NAME","VARIABLE OMOP ID","ADDITIONAL CONTEXT CONCEPT NAME","ADDITIONAL CONTEXT CONCEPT CODE","ADDITIONAL CONTEXT OMOP ID","UNIT CONCEPT NAME","UNIT CONCEPT CODE","UNIT OMOP ID","DOMAIN","VISITS","VISIT OMOP ID","VISIT CONCEPT NAME","VISIT CONCEPT CODE"
"pad_v3_def_2_same_for_both_genders","PAD at V3, Def 2 (same for both genders)","INT",,,,,,,,,,,,"Snomed:840580004","Peripheral arterial disease",3654996,,,,,,,"Condition_Occurrence","Visit 3",44818519,"Follow-up visit","OMOP:44818519"
"report_rose_angina_in_afu_q1","Q1/HHXC1) includes a specific question designed to identify if a participant has reported Rose angina (angina pectoris) since their last visit.","INT",,,,,,,,,,,,"SNOMED:194828000","Angina pectoris",321318,,,,,,,"Condition_Occurrence","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"pad_v4_def_2_same_for_both_genders","PAD at V4, Def 2 (same for both genders)","INT",,,,,,,,,,,,"Snomed:840580004","Peripheral arterial disease",3654996,,,,,,,"Condition_Occurrence","Visit 4",44818519,"Follow-up visit","OMOP:44818519"
"md_diagnosed_myocardial_infarction","MD DIAGNOSED MYOCARDIAL INFARCTION","INT",,,,,,,,,,,,"SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"history_of_myocardial_infarction","HISTORY OF MYOCARDIAL INFARCTION","INT",,"0=No|1=Yes",,,,,,,"SNOMED:373067005|SNOMED:373066001","No|Yes","4188540|4188539","SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"follow_up_time_for_mi18_days","Follow up time for MI18 (days)","INT",,,,,,,,,,,,"SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"follow_up_time_for_incby18_days","Follow up time for INC_BY18 (days)","INT",,,,,,,,,,,,"SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"mi_by_censoring_date","MI by Censoring Date","INT","days",,,,,,,,,,,"SNOMED:399211009","History of myocardial infarction",4163874,,,,"day","UCUM:d",8512,"Condition_Occurrence","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"mifatchd_by_censoring_date","MI/FATCHD by Censoring Date","INT","days",,,,,,,,,,,"SNOMED:399211009","History of myocardial infarction",4163874,,,,"day","UCUM:d",8512,"Condition_Occurrence","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"v2_md_diagnosed_myocardial_infarction","History of MI(REGARDS model) at Visit 2","INT",,,,,,,,,,,,"SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","Visit 2",44818519,"Follow-up visit","OMOP:44818519"
"v2_history_of_myocardial_infarction","History of Myocardial Infarction at visit 2","INT",,"0=No|1=Yes",,,,,,,"SNOMED:373067005|SNOMED:373066001","No|Yes","4188540|4188539","SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","Visit 2",44818519,"Follow-up visit","OMOP:44818519"
"v3_md_diagnosed_myocardial_infarction","History of MI(REGARDS model) at visit 3","INT",,,,,,,,,,,,"SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","Visit 3",44818519,"Follow-up visit","OMOP:44818519"
"v3_history_of_myocardial_infarction","History of Myocardial Infarction at visit 3","INT",,,,,,,,,,,,"SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","Visit 3",44818519,"Follow-up visit","OMOP:44818519"
"v4_md_diagnosed_myocardial_infarction","History of MI(REGARDS model) at Visit 4","INT",,,,,,,,,,,,"SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","Visit 4",44818519,"Follow-up visit","OMOP:44818519"
"v4_history_of_myocardial_infarction","History of Myocardial Infarction at Visit 4","INT",,"0=No|1=Yes",,,,,,,"SNOMED:373067005|SNOMED:373066001","No|Yes","4188540|4188539","SNOMED:399211009","History of myocardial infarction",4163874,,,,,,,"Condition_Occurrence","Visit 4",44818519,"Follow-up visit","OMOP:44818519"
"scrambled_cohort_visit_id","Scrambled Cohort Visit ID","STR",,,,,,,,,,,,"LOINC:82787-3","Participant identifier",42528934,,,,,,,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"recalibrated_ldl_chol_in_mgdl","RE-CALIBRATED LDL CHOL. in mg/dl","FLOAT","mg/dL",,,,,,,,,,,"SNOMED:113079009","Low density lipoprotein cholesterol measurement",4012479,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"v2_recalculated_ldlc_in_mgdl","re-calculated LDL-C in mg/dL at Visit 2","FLOAT","mg/dL",,,,,,,,,,,"SNOMED:113079009","Low density lipoprotein cholesterol measurement",4012479,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","Visit 2",44818519,"Follow-up visit","OMOP:44818519"
"recalibrated_ldl_cholesterol_in_mgdl","Re-Calibrated LDL Cholesterol in mg/dL","FLOAT","mg/dL",,,,,,,,,,,"SNOMED:113079009","Low density lipoprotein cholesterol measurement",4012479,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"v4_recalculated_ldl_cholesterol","Recalculated LDL Cholesterol at visit 4","FLOAT","mg/dL",,,,,,,,,,,"SNOMED:113079009","Low density lipoprotein cholesterol measurement",4012479,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","Visit 4",44818519,"Follow-up visit","OMOP:44818519"
"ldlcccholesterol_calculated_mgdl","LDLCC-Cholesterol calculated (mg/dL)","FLOAT","mg/dL",,,,,,,,,,,"SNOMED:113079009","Low density lipoprotein cholesterol measurement",4012479,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"lvh_present_by_cornell_definition","Left ventricular hypertrophy","INT",,"0=No|1=Yes",,,,,,,"SNOMED:373067005|SNOMED:373066001","No|Yes","4188540|4188539","SNOMED:56246009","Hypertrophy",4210465,"Entire left cardiac ventricle","SNOMED:244385005",4087562,,,,"Condition_Occurrence","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"race_from_ftra23","Race","INT",,,,,,,,,,,,"SNOMED:103579009","Race",4013886,,,,,,,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"sex_from_ftra22","Participant gender(0=Female, 1=Male)","INT",,"0=Female|1=Male",,,,,,,"SNOMED:248152002|SNOMED:248153007","Female|Male","442986|442985","LOINC:76689-9","Sex assigned at birth",46235213,,,,,,,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"sodium_mg","Sodium intake (mg/day)","FLOAT","mg",,,,,,,,,,,"SNOMED:1148504005","Sodium intake",606729,,,,"milligram","UCUM:mg",8576,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"used_statin_at_visit_1_last_2weeks_0no_1yes_based_on_2004_med_code","Taking statin in last 2 weeks at Visit 1 baseline","INT",,"0=No|1=Yes",,,,,,,"SNOMED:373067005|SNOMED:373066001","No|Yes","4188540|4188539","SNOMED:4371000175109","High-intensity statin therapy",763194,"2 weeks","loinc:LP6931-2",1029797,,,,"Drug_Exposure","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"used_statin_at_visit_2_last_2weeks_0no_1yes_based_on_2004_med_code","Taking statin in last 2 weeks at Visit 2","INT",,"0=No|1=Yes",,,,,,,"SNOMED:373067005|SNOMED:373066001","No|Yes","4188540|4188539","SNOMED:4371000175109","High-intensity statin therapy",763194,"2 weeks","loinc:LP6931-2",1029797,,,,"Drug_Exposure","visit_2",44818519,"Follow-up visit","OMOP:44818519"
"used_statin_at_visit_3_last_2weeks_0no_1yes_based_on_2004_med_code","Taking statin in last 2 weeks at Visit 3","INT",,"0=No|1=Yes",,,,,,,"SNOMED:373067005|SNOMED:373066001","No|Yes","4188540|4188539","SNOMED:4371000175109","High-intensity statin therapy",763194,"2 weeks","loinc:LP6931-2",1029797,,,,"Drug_Exposure","visit_3",44818519,"Follow-up visit","OMOP:44818519"
"2nd_and_3rd_systolic_bp_average_q21","Seated systolic blood pressure (MM HG)","FLOAT","mmHg",,,,,,,,,,,"SNOMED:407554009","Sitting systolic blood pressure",4232915,,,,"millimeter of mercury","UCUM:mm[Hg]",8876,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"2nd_and_3rd_systolic_bp_average_q22","Seated systolic blood pressure (MM HG)","FLOAT","mmHg",,,,,,,,,,,"SNOMED:407554009","Sitting systolic blood pressure",4232915,,,,"millimeter of mercury","UCUM:mm[Hg]",8876,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"avg_systolic_mmhg","Seated systolic blood pressure (MM HG)","FLOAT","mmHg",,,,,,,,,,,"SNOMED:407554009","Sitting systolic blood pressure",4232915,,,,"millimeter of mercury","UCUM:mm[Hg]",8876,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"total_cholesterol_mgdl","TOTAL CHOLESTEROL (MG-DL)","FLOAT","MG-DL",,,,,,,,,,,"LOINC:2093-3","Total Cholesterol [Mass/volume] in Serum or Plasma",3027114,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"cholesterol_value_q1a","CHOLESTEROL (VALUE) Q1A","FLOAT","mg/dL",,,,,,,,,,,"LOINC:2093-3","Total Cholesterol [Mass/volume] in Serum or Plasma",3027114,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"cholesterol_value_in_mgdl_q1a","CHOLESTEROL (VALUE IN MG/DL) Q1A","FLOAT","mg/dL",,,,,,,,,,,"LOINC:2093-3","Total Cholesterol [Mass/volume] in Serum or Plasma",3027114,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"triglyceride_value_q2a","TRIGLYCERIDE (VALUE)Q2A","FLOAT","mg/dL",,,,,,,,,,,"SNOMED:14740000","Triglycerides measurement",4032789,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"triglyceride_value_in_mgdl_q2a","TRIGLYCERIDE (VALUE IN MG/DL) Q2A","FLOAT","mg/dL",,,,,,,,,,,"SNOMED:14740000","Triglycerides measurement",4032789,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"total_triglycerides_mgdl","Total Triglycerides (mg/dL)","FLOAT","mg/dL",,,,,,,,,,,"SNOMED:14740000","Triglycerides measurement",4032789,,,,"milligram per deciliter","UCUM:mg/dL",8840,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"consumed_string_or_green_beans_q15","CONSUMED STRING OR GREEN BEANS per week","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"consumed_broccoli_q16","CONSUMED BROCCOLI per wee","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"cabbage_cauliflwr_brus_sprouts_q17","Consumed CABBAGE, CAULIFLWR, BRUS SPROUTS per week","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"consumed_carrots_q18","CONSUMED CARROTS per week","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"consumed_corn_q19","CONSUMED CORN per wee","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"spinach_collards_greens_q20","Consumed SPINACH, COLLARDS, GREENS per week","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"consumed_peas_or_lima_beans_q21","CONSUMED PEAS OR LIMA BEANS per week","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"consumed_dark_yellow_squash_q22","CONSUMED DARK YELLOW SQUASH per week","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"consumed_sweet_potatoes_q23","CONSUMED SWEET POTATOES per week","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"consumed_beans_or_lentils_q24","CONSUMED BEANS OR LENTILS per week","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"consumed_tomatoes_q25","CONSUMED TOMATOES per week","INT","servings/week",,,,,,,,,,,"SNOMED:226448008","Vegetable intake",4025582,,,,"per week","UCUM:/w",44777559,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"weight_to_the_nearest_lb_q4","WEIGHT TO THE NEAREST in LB","FLOAT","lb",,,,,,,,,,,"mesh:D001835","Body weight",1036720,,,,"pound (US)","UCUM:[lb_us]",8739,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"weight_to_nearest_lb_q1","WEIGHT TO NEAREST in LB","FLOAT","lb",,,,,,,,,,,"mesh:D001835","Body weight",1036720,,,,"pound (US)","UCUM:[lb_us]",8739,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"weight_to_nearest_lb_q2","WEIGHT TO NEAREST in lb","FLOAT","lb",,,,,,,,,,,"mesh:D001835","Body weight",1036720,,,,"pound (US)","UCUM:[lb_us]",8739,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"weight_kg","Weight (kg)","FLOAT","kg",,,,,,,,,,,"mesh:D001835","Body weight",1036720,,,,"kilogram","UCUM:kg",9529,"Measurement","baseline",1006364,"Baseline time","LOINC:LP115770-2"
"MEDICATION_CONCENTRATION_Q4M01A","Taking insulin","INT",,"0=No|1=Yes",,,,,,,"SNOMED:373067005|SNOMED:373066001","No|Yes","4188540|4188539","Snomed:161649006","History of insulin therapy",3443891,,,,,,,"Observation","baseline",1006364,"Baseline time","LOINC:LP115770-2"
