"VARIABLENAME","VARIABLELABEL","VARTYPE","UNITS","CATEGORICAL","MISSING","COUNT","NA","MIN","MAX","Formula","categorical value concept code","categorical value concept name","categorical value omop id","variable concept code","variable concept name","variable omop id","additional context concept name","additional context concept code","additional context omop id","unit concept name","unit concept code","unit omop id","domain","visits","visit omop id","visit concept name","visit concept code"
"Hb","Hemoglobin at baseline g/dl","FLOAT","g/dl",,"999 |9999 ",620,2,75,178,,,,,"loinc:718-7","Hemoglobin [Mass/volume] in Blood",3000963,,,,"gram per deciliter","ucum:g/dL",8713,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"Hb12","Hemoglobin at visit12","FLOAT","g/dl",,9999,434,188,92,172,,,,,"loinc:718-7","Hemoglobin [Mass/volume] in Blood",3000963,,,,"gram per deciliter","ucum:g/dL",8713,"Measurement","month 12",4081746,"follow-up 1 year","snomed:183627004"
"Hb18","Hemoglobin at visit18","FLOAT","g/dl",,9999,397,225,80,183,,,,,"loinc:718-7","Hemoglobin [Mass/volume] in Blood",3000963,,,,"gram per deciliter","ucum:g/dL",8713,"Measurement","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"Hb6","Hemoglobin at visit6","FLOAT","g/dl",,9999,437,185,69,183,,,,,"loinc:718-7","Hemoglobin [Mass/volume] in Blood",3000963,,,,"gram per deciliter","ucum:g/dL",8713,"Measurement","month 6",4103967,"follow-up 6 months","snomed:300042001"
"MCHC_12","Mean Corpuscular Hemoglobin Concentration at v12","FLOAT","g/dl",,,434,188,28.60635631787,37.5862079780819,,,,,"snomed:1022481000000109","MCHC - Mean corpuscular haemoglobin concentration",37393850,,,,"gram per deciliter","ucum:g/dL",8713,"Measurement","month 12",4081746,"follow-up 1 year","snomed:183627004"
"MCHC_18","Mean Corpuscular Hemoglobin Concentration at v18","FLOAT","g/dl",,,397,225,30.0578046902139,37.7777762766238,,,,,"snomed:1022481000000109","MCHC - Mean corpuscular haemoglobin concentration",37393850,,,,"gram per deciliter","ucum:g/dL",8713,"Measurement","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"MCHC_6","Mean Corpuscular Hemoglobin Concentration at v6","FLOAT","g/dl",,,436,186,28.6486482794395,37.2727257916422,,,,,"snomed:1022481000000109","MCHC - Mean corpuscular haemoglobin concentration",37393850,,,,"gram per deciliter","ucum:g/dL",8713,"Measurement","month 6",4103967,"follow-up 6 months","snomed:300042001"
"MCHC_BL","Mean Corpuscular Hemoglobin Concentration at BL","FLOAT","g/dl",,,619,3,28.3333339666327,36.7567562830544,,,,,"snomed:1022481000000109","MCHC - Mean corpuscular haemoglobin concentration",37393850,,,,"gram per deciliter","ucum:g/dL",8713,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"AAabddim","Aortic aneurism abdominal diameter","FLOAT","cm",,9999,31,591,3,9999,,,,,"snomed:233985008","Abdominal aortic aneurysm",198177,"Aortic diameter","snomed:302287000",4114623,"centimeter","ucum:cm",8582,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"AAthoraxdim","Aortic aneurism thorax diameter in cm","FLOAT","cm",,9999,11,611,3.7,9999,,,,,"snomed:433068007","Aneurysm of thoracic aorta",443622,"Aortic diameter","snomed:302287000",4114623,"centimeter","ucum:cm",8582,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"Height","Height in cm","INT","cm",,,622,0,140,190,,,,,"loinc:8302-2","Body height",3036277,,,,"centimeter","ucum:cm",8582,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"VTIAK","velocity time integral (VTI) Aortic valve at baseline","INT","cm",,,407,215,7,112,,,,,"loinc:18169-3","Aortic valve Blood velocity-time integral by US.doppler",3037486,"Echocardiography","snomed:40701008",4230911,"centimeter","ucum:cm",8582,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"VTIAK_12","velocity time integral (VTI) Aortic valve at visit12","INT","cm",,,,,,,,,,,"loinc:18169-3","Aortic valve Blood velocity-time integral by US.doppler",3037486,"Echocardiography","snomed:40701008",4230911,"centimeter","ucum:cm",8582,"Measurement","month 12",4081746,"follow-up 1 year","snomed:183627004"
"VTIAK_18","velocity time integral (VTI) Aortic valve at visit18","INT","cm",,,,,,,,,,,"loinc:18169-3","Aortic valve Blood velocity-time integral by US.doppler",3037486,"Echocardiography","snomed:40701008",4230911,"centimeter","ucum:cm",8582,"Measurement","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"VTILVOT","Left ventricular outflow velocity-time integral (LVOT-VTI) at baseline","INT","cm",,,200,422,5,31,,,,,"loinc:18170-1","Left ventricular outflow tract Blood velocity-time integral by US.doppler",3004421,"Echocardiography","snomed:40701008",4230911,"centimeter","ucum:cm",8582,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"VTILVOT_12","Left ventricular outflow velocity-time integral (LVOT-VTI) at visit12","INT","cm",,,,,,,,,,,"loinc:18170-1","Left ventricular outflow tract Blood velocity-time integral by US.doppler",3004421,"Echocardiography","snomed:40701008",4230911,"centimeter","ucum:cm",8582,"Measurement","month 12",4081746,"follow-up 1 year","snomed:183627004"
"VTILVOT_18","Left ventricular outflow velocity-time integral (LVOT-VTI)at visit18","INT","cm",,,,,,,,,,,"loinc:18170-1","Left ventricular outflow tract Blood velocity-time integral by US.doppler",3004421,"Echocardiography","snomed:40701008",4230911,"centimeter","ucum:cm",8582,"Measurement","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"A","a-wave mitral valve at baseline","INT","cm/s",,0,316,306,13,173,,,,,"loinc:80066-4","Mitral valve Maximum A-wave velocity by US.doppler",21494310,"Echocardiography","snomed:40701008",4230911,"centimeter per second","ucum:cm/s",32738,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"A_12","a-wave mitral valve at visit12","INT","cm/s",,0,,,,,,,,,"loinc:80066-4","Mitral valve Maximum A-wave velocity by US.doppler",21494310,"Echocardiography","snomed:40701008",4230911,"centimeter per second","ucum:cm/s",32738,"Measurement","month 12",4081746,"follow-up 1 year","snomed:183627004"
"A_18","a-wave mitral valve at visit18","INT","cm/s",,0,,,,,,,,,"loinc:80066-4","Mitral valve Maximum A-wave velocity by US.doppler",21494310,"Echocardiography","snomed:40701008",4230911,"centimeter per second","ucum:cm/s",32738,"Measurement","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"E","E-wave mitral valve at baseline","INT","cm/s",,0,490,132,11,194,,,,,"loinc:80070-6","Mitral valve Maximum E-wave velocity by US.doppler",21494314,"Echocardiography","snomed:40701008",4230911,"centimeter per second","ucum:cm/s",32738,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"E_12","E-wave mitral valve at visit12","INT","cm/s",,0,,,,,,,,,"loinc:80070-6","Mitral valve Maximum E-wave velocity by US.doppler",21494314,"Echocardiography","snomed:40701008",4230911,"centimeter per second","ucum:cm/s",32738,"Measurement","month 12",4081746,"follow-up 1 year","snomed:183627004"
"E_18","E-wave mitral valve at visit18","INT","cm/s",,0,,,,,,,,,"loinc:80070-6","Mitral valve Maximum E-wave velocity by US.doppler",21494314,"Echocardiography","snomed:40701008",4230911,"centimeter per second","ucum:cm/s",32738,"Measurement","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"PVD","Pulmonary valve peak diastolic velocity at baseline","INT","cm/s",,0,295,327,14,135,,,,,"loinc:18162-8","Pulmonic valve Maximum blood flow velocity by US.doppler",3019774,"Diastolic phase|Echocardiography","snomed:723229005|snomed:40701008","36716961|4230911","centimeter per second","ucum:cm/s",32738,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"PVD_12","Pulmonary valve peak diastolic velocity at visit12","INT","cm/s",,0,,,,,,,,,"loinc:18162-8","Pulmonic valve Maximum blood flow velocity by US.doppler",3019774,"Diastolic phase|Echocardiography","snomed:723229005|snomed:40701008","36716961|4230911","centimeter per second","ucum:cm/s",32738,"Measurement","month 12",4081746,"follow-up 1 year","snomed:183627004"
"PVD_18","Pulmonary valve peak diastolic velocity at visit18 at visit18","INT","cm/s",,0,,,,,,,,,"loinc:18162-8","Pulmonic valve Maximum blood flow velocity by US.doppler",3019774,"Diastolic phase|Echocardiography","snomed:723229005|snomed:40701008","36716961|4230911","centimeter per second","ucum:cm/s",32738,"Measurement","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"PVS","Pulmonary valve peak systolic velocity at baseline","INT","cm/s",,0,282,340,8,86,,,,,"loinc:11710-1","Pulmonic valve Peak systolic flow velocity by US.doppler",3028404,"Echocardiography","snomed:40701008",4230911,"centimeter per second","ucum:cm/s",32738,"Measurement","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"PVS_12","Pulmonary valve peak systolic velocity at visit12","INT","cm/s",,0,,,,,,,,,"loinc:11710-1","Pulmonic valve Peak systolic flow velocity by US.doppler",3028404,"Echocardiography","snomed:40701008",4230911,"centimeter per second","ucum:cm/s",32738,"Measurement","month 12",4081746,"follow-up 1 year","snomed:183627004"
"PVS_18","Pulmonary valve peak systolic velocity at visit18 at visit18","INT","cm/s",,0,,,,,,,,,"loinc:11710-1","Pulmonic valve Peak systolic flow velocity by US.doppler",3028404,"Echocardiography","snomed:40701008",4230911,"centimeter per second","ucum:cm/s",32738,"Measurement","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"Days_alive_outsidehospital_lim","Days alive and outside the hospital lim 548 days (first 1 5 year)","STR","days",,,622,0,-1,548,,,,,"loinc:LA15287-8","Outpatient",45876918,"Duration","snomed:762636008",42538822,"day","ucum:d",8512,"Observation","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"Days_Hosp","Total Days hospitalised","INT","days",,,622,0,0,174,,,,,"snomed:183797002","Duration of inpatient stay",4084530,,,,"day","ucum:d",8512,"Observation","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"Days_ICU","Days ICU (intensive care unit) total","INT","days",,,622,0,0,21,,,,,"loinc:74200-7","Days in intensive care unit",44786856,,,,"day","ucum:d",8512,"Observation","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"FirstallAE","First in days to an AE Adverse Event","STR","days",,,587,35,-18,538,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Time between start of treatment and onset of adverse event","loinc:82311-2",42529417,"day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstAnemiaAE","Amount of days to First Anemia AE adverse event","INT","days",,,96,526,0,576,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Anemia|Time between start of treatment and onset of adverse event","snomed:271737000|loinc:82311-2","439777|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstBacterialInfectionAE","Amount of days to First Bacterial Infection AE adverse event","STR","days",,,248,374,-18,572,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Bacterial infectious disease|Time between start of treatment and onset of adverse event","snomed:87628006|loinc:82311-2","432545|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstBleedingAE","Amount of days to First Bleeding AE adverse event","INT","days",,,65,557,0,522,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Bleeding|Time between start of treatment and onset of adverse event","snomed:131148009|loinc:82311-2","437312|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstBradycardiaAE","Amount of days to First Bradycardia AE adverse event","STR","days",,,74,548,-1,581,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Bradycardia|Time between start of treatment and onset of adverse event","snomed:48867003|loinc:82311-2","4169095|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstCADAE","Amount of days to First CAD AE coronary artery disease adverse event","INT","days",,,111,511,0,592,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Disorder of coronary artery|Time between start of treatment and onset of adverse event","snomed:414024009|loinc:82311-2","4187067|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstcerebrovascAE","Amount of days to First cerebrovascular AE adverse event","INT","days",,,25,597,3,565,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Cerebrovascular disease|Time between start of treatment and onset of adverse event","snomed:62914000|loinc:82311-2","381591|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstConstipationAE","Amount of days to First Constipation AE adverse event","STR","days",,,85,537,-6,561,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Constipation|Time between start of treatment and onset of adverse event","snomed:14760008|loinc:82311-2","75860|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstCOPDAsthmaAE","Amount of days to First COPD Asthma AE adverse event","STR","days",,,36,586,-1,534,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Chronic obstructive lung disease|Asthma|Time between start of treatment and onset of adverse event","snomed:13645005|snomed:195967001|loinc:82311-2","255573|317009|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstCVAE","Amount of days to First CV cardiovascular AE Adverse Event","INT","days",,,527,95,-3,581,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Cardiovascular event|Time between start of treatment and onset of adverse event","snomed:405617006|loinc:82311-2","4236854|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstDementiaAE","Amount of days to First Dementia AE adverse event","INT","days",,,22,600,13,548,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Dementia|Time between start of treatment and onset of adverse event","snomed:52448006|loinc:82311-2","4182210|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstDepressionAE","Amount of days to First Depression AE adverse event","STR","days",,,76,546,-2,535,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Depressive disorder|Time between start of treatment and onset of adverse event","snomed:35489007|loinc:82311-2","440383|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstDiabetesAE","Amount of days to First Diabetes AE adverse event","INT","days",,,65,557,3,581,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Diabetes mellitus|Time between start of treatment and onset of adverse event","snomed:73211009|loinc:82311-2","201820|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstGoutAE","Amount of days to First Gout AE adverse event","INT","days",,,64,558,0,560,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Acute gout|Time between start of treatment and onset of adverse event","snomed:770924008|loinc:82311-2","36674930|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstHFAE","Amount of days to First HF AE heart failure adverse event","STR","days",,,405,217,-1,561,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Heart failure|Time between start of treatment and onset of adverse event","snomed:84114007|loinc:82311-2","316139|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstHyperkalemiaAE","Amount of days to First Hyperkalemia AE adverse event","STR","days",,,130,492,-2,567,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Hyperkalemia|Time between start of treatment and onset of adverse event","snomed:14140009|loinc:82311-2","434610|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstHypertensionAE","Amount of days to First Hypertension AE adverse events","INT","days",,,85,537,0,553,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Hypertensive disorder|Time between start of treatment and onset of adverse event","snomed:38341003|loinc:82311-2","316866|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstHypotensionAE","Amount of days to First Hypotension AE adverse event","STR","days",,,232,390,-3,564,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Hypotensive episode|Time between start of treatment and onset of adverse event","snomed:67763001|loinc:82311-2","4285144|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstnonCVAE","First non-CV AE non-cardiovascular adverse event","STR","days",,,546,76,-18,578,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"non-cardiovascular disease|Time between start of treatment and onset of adverse event","icare:icv2000000021|loinc:82311-2","2000000021|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstPsychiatricAE","Amount of days to First Psychiatric AE adverse event","STR","days",,,113,509,-2,513,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Mental disorder|Time between start of treatment and onset of adverse event","snomed:74732009|loinc:82311-2","432586|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstRenalFailureAE","Amount of days to First Renal Failure AE adverse event","STR","days",,,190,432,-1,562,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Acute renal failure|Time between start of treatment and onset of adverse event","loinc:LA27519-0|loinc:82311-2","36210235|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstRheumaAE","Amount of days to First Rheuma AE adverse event","INT","days",,,171,451,2,578,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Rheumatism|Time between start of treatment and onset of adverse event","snomed:396332003|loinc:82311-2","138845|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstSVTAE","Amount of days to First SVT AE supraventricular tachycardia adverse event","INT","days",,,68,554,0,547,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Supraventricular tachycardia|Time between start of treatment and onset of adverse event","snomed:6456007|loinc:82311-2","4275423|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstTraumaFallAE","Amount of days to First Trauma Fall AE adverse event","INT","days",,,105,517,1,545,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Accidental fall|Time between start of treatment and onset of adverse event","snomed:217082002|loinc:82311-2","435991|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstUlcerDiseaseAE","Amount of days to First Ulcer Disease AE adverse event","INT","days",,,58,564,3,499,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Peptic ulcer|Time between start of treatment and onset of adverse event","snomed:13200003|loinc:82311-2","4027663|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstVascularAE","Amount of days to First Vascular AE adverse event","INT","days",,,49,573,4,551,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Vascular disorder|Time between start of treatment and onset of adverse event","snomed:27550009|loinc:82311-2","443784|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FirstVTAE","Amount of days to First VT AE ventricular tachycardia adverse event","INT","days",,,51,571,9,576,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Ventricular tachycardia|Time between start of treatment and onset of adverse event","snomed:25569003|loinc:82311-2","4103295|42529417","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FU","Follow-up total in days","INT","days",,"999/9999",622,0,1,2003,,,,,"cdisc:C25212","Study Endpoint",37538258,"Total","snomed:255619001",4112438,"day","ucum:d",8512,"Observation","month 0/ baseline",40766819,"Baseline time","loinc:64103-5"
"FU__V1","follow up in days after visit1","INT","days",,"999/9999",563,59,0,1977,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|History of Hospitalization","icare:icv200000062|snomed:419620001|loinc:11337-3","2000000062|4306655|3019044","day","ucum:d",8512,"Observation","month 1",4081745,"follow-up 1 month","snomed:183623000"
"FU__V12","follow up in days after visit12","STR","days",,"999/9999",483,139,-106,1653,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|History of Hospitalization","icare:icv200000062|snomed:419620001|loinc:11337-3","2000000062|4306655|3019044","day","ucum:d",8512,"Observation","month 12",4081746,"follow-up 1 year","snomed:183627004"
"FU__V18","follow up in days after visit18","STR","days",,"999/9999",439,183,0,1465,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|History of Hospitalization","icare:icv200000062|snomed:419620001|loinc:11337-3","2000000062|4306655|3019044","day","ucum:d",8512,"Observation","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"FU__V3","follow up in days after visit3","INT","days",,"999/9999",564,58,1,1919,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|History of Hospitalization","icare:icv200000062|snomed:419620001|loinc:11337-3","2000000062|4306655|3019044","day","ucum:d",8512,"Observation","month 3",44789369,"follow-up 3 months","snomed:200521000000107"
"FU__V6","follow up in days after visit6","STR","days",,"999/9999",526,96,-13,1835,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|History of Hospitalization","icare:icv200000062|snomed:419620001|loinc:11337-3","2000000062|4306655|3019044","day","ucum:d",8512,"Observation","month 6",4103967,"follow-up 6 months","snomed:300042001"
"FU_HF_V1","follow up in days after visit1","INT","days",,,602,20,0,1977,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|Emergency hospital admission for heart failure","icare:icv200000062|snomed:419620001|snomed:416683003","2000000062|4306655|4215511","day","ucum:d",8512,"Observation","month 1",4081745,"follow-up 1 month","snomed:183623000"
"FU_HF_V12","follow up in days after visit12","STR","days",,,483,139,-106,1653,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|Emergency hospital admission for heart failure","icare:icv200000062|snomed:419620001|snomed:416683003","2000000062|4306655|4215511","day","ucum:d",8512,"Observation","month 12",4081746,"follow-up 1 year","snomed:183627004"
"FU_HF_V18","follow up in days after visit18","INT","days",,,439,183,0,1465,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|Emergency hospital admission for heart failure","icare:icv200000062|snomed:419620001|snomed:416683003","2000000062|4306655|4215511","day","ucum:d",8512,"Observation","month 18",44789050,"follow-up 18 months","snomed:199591000000102"
"FU_HF_V3","follow up in days after visit3","INT","days",,,564,58,1,1919,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|Emergency hospital admission for heart failure","icare:icv200000062|snomed:419620001|snomed:416683003","2000000062|4306655|4215511","day","ucum:d",8512,"Observation","month 3",44789369,"follow-up 3 months","snomed:200521000000107"
"FU_HF_V6","follow up in days after visit6","STR","days",,,526,96,-2,1835,,,,,"cdisc:C25212","Study Endpoint",37538258,"Follow-up time|Death|Emergency hospital admission for heart failure","icare:icv200000062|snomed:419620001|snomed:416683003","2000000062|4306655|4215511","day","ucum:d",8512,"Observation","month 6",4103967,"follow-up 6 months","snomed:300042001"
"FU_Hosp","Follow Up in days until first hosp total","INT","days",,,429,193,1,1805,,,,,"loinc:11337-3","History of Hospitalization",3019044,"Total|Follow-up visit","snomed:255619001|snomed:185389009","4112438|4089050","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"FU_hosp_all","Time to first all-cause hospitalisation or death","INT","days",,,622,0,1,2003,,,,,"cdisc:C25212","Study Endpoint",37538258,"time to first event|Death|History of Hospitalization","icare:icv200000061|snomed:419620001|loinc:11337-3","2000000061|4306655|3019044","day","ucum:d",8512,"Observation","end of study",2000000025,"end of study visit","icare:icv2000000025"
"FU_hosp_card","Time to first cardiac hospitalisation or death","INT","days",,,622,0,1,2003,,,,,"cdisc:C25212","Study Endpoint",37538258,"time to first event|Death|History of Hospitalization|Heart disease","icare:icv200000061|snomed:419620001|loinc:11337-3|snomed:56265001","2000000061|4306655|3019044|321588","day","ucum:d",8512,"Observation","end of study",2000000025,"end of study visit","icare:icv2000000025"
"FU_hosp_CV","Time to first CardioVascular hospitalisation or death","INT","days",,,622,0,1,2003,,,,,"cdisc:C25212","Study Endpoint",37538258,"time to first event|History of Hospitalization|Disorder of cardiovascular system","icare:icv200000061|loinc:11337-3|snomed:49601007","2000000061|3019044|134057","day","ucum:d",8512,"Observation","end of study",2000000025,"end of study visit","icare:icv2000000025"
"FU_hosp_EP","Time to first all-cause hospitalisation or death except cancer","INT","days",,,622,0,1,2003,,,,,"cdisc:C25212","Study Endpoint",37538258,"time to first event|History of Hospitalization|Non-cancer","icare:icv200000061|loinc:11337-3|icare:icv2000000020","2000000061|3019044|2000000020","day","ucum:d",8512,"Observation","end of study",2000000025,"end of study visit","icare:icv2000000025"
"FU_hosp_HF","Time to first Heart Failure hospitalisation or death","INT","days",,,622,0,1,2003,,,,,"cdisc:C25212","Study Endpoint",37538258,"time to first event|Death|Emergency hospital admission for heart failure","icare:icv200000061|snomed:419620001|snomed:416683003","2000000061|4306655|4215511","day","ucum:d",8512,"Observation","end of study",2000000025,"end of study visit","icare:icv2000000025"
"Totaldurationall","Total duration all Aes Adverse Events indays","INT","days",,,622,0,0,2970,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Duration|Total","snomed:762636008|snomed:255619001","42538822|4112438","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"TotaldurationAnemia","Total duration Anemia adverse events","INT","days",,,622,0,0,762,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Anemia|Duration|Total","snomed:271737000|snomed:762636008|snomed:255619001","439777|42538822|4112438","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"TotaldurationBacterialInfection","Total duration Bacterial Infection adverse events","INT","days",,,622,0,0,1857,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Bacterial infectious disease|Duration|Total","snomed:87628006|snomed:762636008|snomed:255619001","432545|42538822|4112438","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"TotaldurationBleeding","Total duration Bleeding adverse events","INT","days",,,622,0,0,471,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Bleeding|Duration|Total","snomed:131148009|snomed:762636008|snomed:255619001","437312|42538822|4112438","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"TotaldurationBradycardia","Total duration Bradycardia adverse events","INT","days",,,622,0,0,357,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Bradycardia|Duration|Total","snomed:48867003|snomed:762636008|snomed:255619001","4169095|42538822|4112438","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"TotaldurationCAD","Total duration CAD coronary artery disease adverse events","INT","days",,,622,0,0,489,,,,,"loinc:LA7266-5 ","Adverse event ",45884383,"Disorder of coronary artery|Duration|Total","snomed:414024009|snomed:762636008|snomed:255619001","4187067|42538822|4112438","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
"Totaldurationcerebrovasc","Total duration cerebrovascular adverse events","INT","days",,,622,0,0,239,,,,,"loinc:LA7266-5","Adverse event ",45884383,"Cerebrovascular disease|Duration|Total","snomed:62914000|snomed:762636008|snomed:255619001","381591|42538822|4112438","day","ucum:d",8512,"Observation","month 0/ baseline",2000000025,"end of study visit","icare:icv2000000025"
