"VARIABLENAME","VARIABLELABEL","VARTYPE","UNITS","CATEGORICAL","MISSING","COUNT","NA","MIN","MAX","Formula","categorical value concept code","categorical value concept name","categorical value omop id","variable concept code","variable concept name","variable omop id","additional context concept name","additional context concept code","additional context omop id","unit concept name","unit concept code","unit omop id","domain","visits","visit omop id","visit concept name","visit concept code"
"f4_LAST","Lower limit AST (U/L) at 3 month follow up","FLOAT","U/L",,,3689,3286,1,21,,,,,"loinc:1920-8","Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma",3013721,"Lower limit of reference range","snomed:385524004",4294191,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_LATOBB","Bundle branch block side at 3 month follow up","INT",,"2 = left | 3=right",1,2080,4699,2,3,,"snomed:7771000|snomed:24028007","Left|Right","4300877|4080761","snomed:6374002","Bundle branch block",313791,"side","snomed:182353008",4112563,,,,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_LCKTOT","Lower limit CK total (U/L) at 3 month follow up","FLOAT","U/L",,,4171,2804,1,149,,,,,"loinc:2157-6","creatine kinase [enzymatic activity/volume] in serum or plasma",3007220,"Lower limit of reference range","snomed:385524004",4294191,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_LISINO","Lisinopril at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:29046","Lisonorpil",1308216,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_METO","Metoprolol at 3 month follow up","INT",,"2=No | 3=Yes",1,6532,443,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:6918","Metoprolol",1307046,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_N3PUFA","N3-PUFA open labeled at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:N03AG","Fatty acid derivatives",21604421,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_NA","Serum Sodium (mmol/L) at 3 month follow up","FLOAT","mmol/L",,,6164,811,101,161,,,,,"loinc:2951-2","Sodium [Moles/volume] in Serum or Plasma",3019550,,,,"millimole per liter","ucum:mmol/L",8753,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_NIFED","Nifedipine at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:7417","Nifedipine",1318853,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_NITRATI","Nitrates at 3 month follow up","INT",,"2=No | 3=Yes",1,6532,443,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C01DA","Organic nitrates",21600316,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_NYHA","NYHA Class at 3 month follow up","INT",,"2 = NYHA class I | 3 = NYHA class II | 4 = NYHA class III | 5 = NYHA class IV",1,6494,481,2,5,,"snomed:420300004| snomed:421704003| snomed:420913000| snomed:422293003","New York Heart Association Classification - Class I| New York Heart Association Classification - Class II| New York Heart Association Classification - Class III| New York Heart Association Classification - Class IV","4220607| 4226789| 4227345| 4228881","snomed:420816009","new york heart association classification",4223299,,,,,,,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_OLIVA","Olive oil at 3 month follow up","INT",,"2 = never | 3 = sometimes | 4 = frequently | 5 = on a regular basis",1,6484,491,2,5,,"LOINC:LA6270-8| LOINC:LA10082-8| LOINC:LA6482-9| SNOMED:307430002","Never| sometimes| frequently| regular frequency","45876662| 45882528| 45883983| 4146463","snomed:41834005","Olive oil",4216445,,,,,,,"Observation","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_ONDEQ","Pathological Q waves at 3 month follow up","INT",,"0 = No | 1 = Yes",,6245,534,0,1,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:164918000","Pathological Q wave",4065387,,,,,,,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_OPENSTAT","Statins open labeled at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C10AA","hmg-coa reductase inhibitor",21601855,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_PAD","Diastolic blood pressure (mmHg) at 3 month follow up","FLOAT","mmHg",,,6392,583,40,130,,,,,"loinc:8462-4","Diastolic blood pressure",3012888,,,,"millimeter mercury column","ucum:mm[Hg]",8876,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_PAS","Systolic blood pressure (mmHg) at 3 month follow up","FLOAT","mmHg",,,6393,582,70,230,,,,,"loinc:8480-6","Systolic blood pressure",3004249,,,,"millimeter mercury column","ucum:mm[Hg]",8876,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_PESCE","Fish at 3 month follow up","INT",,"2 = never | 3 = once a week | 4 = 2 times a week | 5 = 3+ times a week",1,6485,490,2,5,,"LOINC:LA6270-8| LOINC:LA26461-6| SNOMED:229800002| LOINC:LA6396-1","Never| once a week| twice weekly| Three or more times per week","45876662|42531017| 4047143| 45877752","snomed:735971005","Fish",42539493,,,,,,,"Observation","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_PESOATT","Weight (kg) at 3 month follow-up","FLOAT","Kilogram",,,6421,554,35,172,,,,,"loinc:29463-7","Body weight",3025315,,,,"kilogram","ucum:kg",9529,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_POTASSIO","Serum potassium (mmol/L) at 3 month follow up","FLOAT","mmol/L",,,6173,802,2.4,7.2,,,,,"loinc:2823-3","Potassium [Moles/volume] in Serum or Plasma",3023103,,,,"millimole per liter","ucum:mmol/L",8753,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_RAMIP","Ramipril at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:35296","Ramipril",1334456,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_RITMOPM","Rhythm from pacemaker at 3 month follow up","INT",,"0 = No | 1 = Yes",,6245,534,0,1,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:10370003","Rhythm from artificial pacing",4304202,,,,,,,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_SARTANI","Sartans at 3 month follow up","INT",,"2=No | 3=Yes",1,6532,443,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C09CA","""Angiotensin II receptor blockers (ARBs), plain""",21601823,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_SEMI","Seed oil at 3 month follow up","INT",,"2 = never | 3 = sometimes | 4 = frequently | 5 = on a regular basis",1,6485,490,2,5,,"LOINC:LA6270-8| LOINC:LA10082-8| LOINC:LA6482-9| SNOMED:307430002","Never| sometimes| frequently| regular frequency","45876662| 45882528| 45883983| 4146463","snomed:21847005","Oil",4071021,,,,,,,"Observation","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_SILDENAF","Sildenafil at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","Rxnorm:136411","Sildenafil",1316262,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_SPECNO","If alcohol NO type of non-consumption at 3 month follow up","INT",,"2 = NO | 3 = PAST | 4 = NEVER",1,2140,4835,3,4,,"LOINC:LA32-8|LOINC:LA28393-9|LOINC:LA6270-8","No|Former user| never","45878245|36307819|45876662","snomed:105542008","non - drinker",4022664,,,,,,,"Observation","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_SPIRONO","Spironolactone at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:9997","Spironolactone",970250,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_SUPERAL","Spirits (if alcohol YES) at 3 month follow up","INT",,"2 = NO | 3 = sometimes | 4 = 1-2 glasses a day | 5 = 3-4 glasses a day | 6 = 5+ glasses a day",1,4346,2629,2,6,,"LOINC:LA32-8| LOINC:LA10082-8| LOINC:LA26462-4| SNOMED:396112008| loinc:LA13858-8","No| sometimes| 1 or 2 times per day|  Three to four times a day| 5 or more times per day","45878245| 45882528| 42530681| 4244842| 45882530","snomed:6524003","Distilled spirits",4275752,,,,,,,"Observation","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_TERAORMO","Hormone Replacement Therapy at 3 month follow up","INT",,"2=No | 3=Yes",1,6534,441,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:266717002","Hormone Replacement Therapy",4141760,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_TIAZIDI","Thiazides at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:860766002","Thiazides",3655254,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_TRAND","Trandolapril at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:38454","Trandolapril",1342439,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_TRIGLI","Triglycerides (mg/dl) at 3 month follow up","FLOAT","mg/dl",,,6158,817,25,1938,,,,,"loinc:14927-8","Triglyceride [Moles/volume] in Serum or Plasma",3025839,,,,"milligram per deciliter","ucum:mg/dL",8840,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_UALT","Upper limit ALT (U/L) at 3 month follow up","FLOAT","U/L",,,6250,725,22,72,,,,,"loinc:76625-3","Alanine aminotransferase [Enzymatic activity/volume] in Blood",46235106,"Upper limit of reference range","snomed:371933006",4162853,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_UAST","Upper limit AST (U/L) at 3 month follow up","FLOAT","U/L",,,6250,725,19,66,,,,,"loinc:1920-8","Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma",3013721,"Upper limit of reference range","snomed:371933006",4162853,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_UCKTOT","Upper limit CK total (U/L) at 3 month follow up","FLOAT","U/L",,,6250,725,70,397,,,,,"loinc:2157-6","creatine kinase [enzymatic activity/volume] in serum or plasma",3007220,"Upper limit of reference range","snomed:371933006",4162853,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_URICE","Uricemia (mg/dl) at 3 month follow up","FLOAT","mg/dl",,,6036,939,0.1,20,,,,,"loinc:3084-1","urate [mass/volume] in serum or plasma",3037556,,,,"milligram per deciliter","ucum:mg/dL",8840,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_VALUECG","ECG evaluation at 3 month follow up","INT",,"2 = normal | 3 = abnormal",1,6245,534,2,3,,"snomed:17621005|snomed:263654008","Normal | Abnormal","4069590|4135493","loinc:LP149975-7","ECG",1011679,"evaluation","snomed:723051000000101",44803879,,,,"Measurement","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_VERAP","Verapamil at 3 month follow up","INT",,"2=No | 3=Yes",1,6533,442,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:11170","Verapamil",1307863,,,,,,,"Drug_Exposure","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_VERCOTTA","Cooked vegetables at 3 month follow up","INT",,"2 = never | 3 =2-3 times a week | 4 = once a day | 5= >1 times a day",1,6485,490,2,5,,"SNOMED:444841000124107| LOINC:LA26463-2| LOINC:LA13897-6| SNOMED:1411000175107","Never| 2 or 3 times per week| once a day| more than once a day","763692| 42531019| 45876378| 761069","snomed:444011000124102","Cooked vegetables",763625,,,,,,,"Observation","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_VERCRUDA","Raw vegetables at 3 month follow up","INT",,"2 = never | 3 =2-3 times a week | 4 = once a day | 5= >1 times a day",1,6485,490,2,5,,"SNOMED:444841000124107| LOINC:LA26463-2| LOINC:LA13897-6| SNOMED:1411000175107","Never| 2 or 3 times per week| once a day| more than once a day","763692| 42531019| 45876378| 761069","snomed:314115004","Raw vegetables",4193035,,,,,,,"Observation","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f4_VINO","Wine (if alcohol YES) at 3 month follow up","INT",,"2 = NO | 3 = sometimes | 4 = 1-2 glasses a day | 5 = 3-4 glasses a day | 6 = 5+ glasses a day",1,4346,2629,2,6,,"LOINC:LA32-8| LOINC:LA10082-8| LOINC:LA26462-4| SNOMED:396112008| loinc:LA13858-8","No| sometimes| 1 or 2 times per day|  Three to four times a day| 5 or more times per day","45878245| 45882528| 42530681| 4244842| 45882530","snomed:35748005","Wine",4262278,,,,,,,"Observation","Visit4/3months",44789369,"follow-up 3 months","snomed:200521000000107"
"f5_ALCOOL","Alcohol at 6 month follow up","INT",,"2 = NO | 3 = YES",1,6373,602,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| yes","45878245| 45877994","snomed:219006","Current drinker",4074035,,,,,,,"Observation","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ALLOPURI","Allopurinol at 6 month follow up","INT",,"2=No | 3=Yes",1,6419,556,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:519","Allopurinol",1167322,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ALT","ALT (U/L) at 6 month follow up","FLOAT","U/L",,,6058,917,2,1162,,,,,"loinc:76625-3","Alanine aminotransferase [Enzymatic activity/volume] in Blood",46235106,,,,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ALTACE","other ACE-inhibitor at 6 month follow up","INT",,"2=No | 3=Yes",1,6419,556,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C09AA","""ACE inhibitors, plain""",21601784,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ALTANO","Other ECG abnormality at 6 month follow up","INT",,"0 = No | 1 = Yes",,6164,615,0,1,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","loinc:LA24621-7","Abnormal ECG",36311174,,,,,,,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ALTDIU","Other diuretics at 6 month follow up","INT",,"2=No | 3=Yes",1,6418,557,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C03","DIURETICS",21601461,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ALTROARI","Other antiarrhythmic agent at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C01B","ANTIARRHYTHMICS, CLASS I AND III",21600248,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ALTROBB","Other beta blocker at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C07A","BETA BLOCKING AGENTS",21601665,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ALTROCA","Other calcium antagonist at 6 month follow up","INT",,"2=No | 3=Yes",1,6419,556,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:C08C","SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS",21601745,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ALTRODIL","Other vasodilator at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:372787008","Vasodilator",4158258,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_AMIODAR","Amiodarone at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:703","Amiodarone",1309944,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_AMLOD","Amlodipine at 6 month follow up","INT",,"2=No | 3=Yes",1,6419,556,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:17767","Amlodipine",1332418,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ANTIAGGR","Other antiaggregants at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:840595002","Platelet aggregation inhibitor therapy",3655005,"Other","snomed:74964007",9177,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ANTICOAG","Oral anticoagulants at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:B01A","ANTITHROMBOTIC AGENTS",21600961,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ANTIDEPR","Antidepressants at 6 month follow up","INT",,"2=No | 3=Yes",1,6419,556,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:N06A","antidepressants",21604686,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ASA","Acetylsalicylic acid at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:1191","Aspirin",1112807,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_AST","AST (U/L) at 6 month follow up","FLOAT","U/L",,,6054,921,1,743,,,,,"loinc:1920-8","Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma",3013721,,,,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_ATENO","Atenolol at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:1202","Atenolol",1314002,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_BBRANCA","Bundle branch block at 6 month follow up","INT",,"0 = No | 1 = Yes",,6164,615,0,1,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","snomed:6374002","Bundle branch block",313791,,,,,,,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_BENZOD","Benzodiazepine at 6 month follow-up","INT",,"2=No | 3=Yes",1,6419,556,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","atc:N05BA","Benzodiazepine derivatives",21604565,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_BILIRUB","Bilirubine (mg/dl) at 6 month follow up","FLOAT","mg/dl",,,5857,1118,0.02,9,,,,,"loinc:1975-2","bilirubin.total [mass/volume] in serum or plasma",3024128,,,,"milligram per deciliter","ucum:mg/dL",8840,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_BIRRA","Beer (if alcohol YES) at 6 month follow up","INT",,"2 = NO | 3 = sometimes | 4 = 1-2 glasses a day | 5 = 3-4 glasses a day | 6 = 5+ glasses a day",1,4319,2656,2,6,,"LOINC:LA32-8| LOINC:LA10082-8| LOINC:LA26462-4| SNOMED:396112008| loinc:LA13858-8","No| sometimes| 1 or 2 times per day|  Three to four times a day| 5 or more times per day","45878245| 45882528| 42530681| 4244842| 45882530","snomed:53410008","Beer",4201587,,,,,,,"Observation","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_BISOPRO","Bisoprolol at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:19484","Bisoprolol",1338005,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_BURRO","Butter at 6 month follow up","INT",,"2 = never | 3 = sometimes | 4 = frequently | 5 = on a regular basis",1,6373,602,2,5,,"LOINC:LA6270-8| LOINC:LA10082-8| LOINC:LA6482-9| SNOMED:307430002","Never| sometimes| frequently| regular frequency","45876662| 45882528| 45883983| 4146463","snomed:226888007","Butter",4024776,,,,,,,"Observation","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_CAFFE","Coffee at 6 month follow up","INT",,"2 = never | 3 = 1-2 cups a day | 4 = 3-4 cups a day | 5 = 5+ cups a day",1,6373,602,2,5,,"SNOMED:444841000124107| SNOMED:396107007| SNOMED:396112008| loinc:LA13858-8","Never| One to two times a day| Three to four times a day| 5 or more times per day","763692| 4245244| 4244842| 45882530","snomed:29263009","Coffee",4162308,,,,,,,"Observation","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_CAPTO","Captopril at 6 month follow up","INT",,"2=No | 3=Yes",1,6419,556,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:1998","Captopril",1340128,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_CARVE","Carvedilol at 6 month follow up","INT",,"2=No | 3=Yes",1,6417,558,2,3,,"LOINC:LA32-8| LOINC:LA33-6","No| Yes","45878245| 45877994","rxnorm:20352","Carvedilol",1346823,,,,,,,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_CHEESE","Cheese at 6 month follow up","INT",,"2 = never | 3 =2-3 times a week | 4 = once a day | 5= >1 times a day",1,6373,602,2,5,,"SNOMED:444841000124107| LOINC:LA26463-2| LOINC:LA13897-6| SNOMED:1411000175107","Never| 2 or 3 times per week| once a day| more than once a day","763692| 42531019| 45876378| 761069","snomed:102264005","Cheese",4008485,,,,,,,"Observation","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_CKTOT","CK total (U/L) at 6 month follow up","FLOAT","U/L",,,5861,1114,2,760,,,,,"loinc:2157-6","creatine kinase [enzymatic activity/volume] in serum or plasma",3007220,,,,"unit per liter","ucum:[U]/L",8645,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_COLEHDL","Cholesterol HDL (mg/dl) at 6 month follow up","FLOAT","mg/dl",,,5949,1026,15,228,,,,,"loinc:2085-9","Cholesterol in HDL [Mass/volume] in Serum or Plasma",3007070,,,,"milligram per deciliter","ucum:mg/dL",8840,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_COLELDL","Cholesterol LDL (mg/dl) at 6 month follow up","FLOAT","mg/dl",,,5547,1428,3,278,,,,,"loinc:2089-1","Cholesterol in LDL [Mass/volume] in Serum or Plasma",3028437,,,,"milligram per deciliter","ucum:mg/dL",8840,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_COLETOT","Total Cholesterol (mg/dl) at 6 month follow up","FLOAT","mg/dl",,,6073,902,58,457,,,,,"loinc:2093-3","Cholesterol [Mass/volume] in Serum or Plasma",3027114,,,,"milligram per deciliter","ucum:mg/dL",8840,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_CREATIN","Serum creatinine (mg/dl) at 6 month follow up","FLOAT","mg/dl",,,6061,914,0.23,10.44,,,,,"loinc:2160-0","creatinine [mass/volume] in serum or plasma",3016723,,,,"milligram per deciliter","ucum:mg/dL",8840,"Measurement","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_DALTACE","Dose other ACE-inhibitor (mg) at 6 month follow up","FLOAT","mg",,,588,6387,1,60,,,,,"atc:C09AA","""ACE inhibitors, plain""",21601784,"Dosage|Other","snomed:260911001|snomed:74964007","4118853|9177","milligram","ucum:mg",8576,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_DATAECG","ECG date at 6 month follow up","DATETIME","dd-mm-yyyy",,,6164,615,02/04/03,11/23/05,,,,,"loinc:LP149975-7","ECG",1011679,"Date of procedure","snomed:439272007",4232096,,,,"Observation_period","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_DATALAB","Date of laboratory exam at 6 month follow up","DATETIME","dd-mm-yyyy",,,6141,834,01/25/03,11/23/05,,,,,"snomed:281271004","Date sample received in laboratory",4084758,,,,,,,"Observation_period","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_DATENO","Dose Atenolol (mg) at 6 month follow up","FLOAT","mg",,,92,6883,25,100,,,,,"rxnorm:1202","Atenolol",1314002,"Dosage","snomed:260911001",4118853,"milligram","ucum:mg",8576,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_DBISOPRO","Dose Bisoprolol (mg) at 6 month follow up","FLOAT","mg",,,552,6423,0.62,18.75,,,,,"rxnorm:19484","Bisoprolol",1338005,"Dosage","snomed:260911001",4118853,"milligram","ucum:mg",8576,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
"f5_DCAPTO","Dose Captopril (mg) at 6 month follow up","FLOAT","mg",,,177,6798,6.2,275,,,,,"rxnorm:1998","Captopril",1340128,"Dosage","snomed:260911001",4118853,"milligram","ucum:mg",8576,"Drug_Exposure","Visit5/6months",4103967,"follow-up 6 months","snomed:300042001"
