n_patients,mean_frac,median_frac,p10,p25,p75,p90,min_frac,max_frac
900,0.1714267483409903,0.16567764165390506,0.08171898928024503,0.11485451761102604,0.22803407350689125,0.2597626339969372,0.04823889739663093,0.32848392036753443
